"Order ID",Customer,City,Quantity,Price,"Total Sale Amount","Order ID",Customer,City,State
WA-2016-114951,"Henry Sanders",Seattle,7,17.83,124.81,NULL,NULL,NULL,NULL
OR-2016-156573,"Marilyn Graham",Portland,10,17.83,178.3,NULL,NULL,NULL,NULL
CA-2015-113901,"Brenda Nelson","Los Angeles",5,53.35,266.75,NULL,NULL,NULL,NULL
NJ-2017-134838,"Lisa Thomas",Westfield,2,12.42,24.84,NULL,NULL,NULL,NULL
MA-2016-120257,"Aaron Morris",Lowell,7,12.42,86.94,NULL,NULL,NULL,NULL
NJ-2014-164910,"Edward Wells",Westfield,4,12.42,49.68,NULL,NULL,NULL,NULL
NJ-2016-149902,"Brian Ryan",Westfield,1,12.42,12.42,NULL,NULL,NULL,NULL
MA-2016-146010,"Eugene Schmidt",Lowell,1,53.35,53.35,NULL,NULL,NULL,NULL
NJ-2015-163685,"Marie Rivera",Troy,2,12.42,24.84,NULL,NULL,NULL,NULL
NJ-2014-135090,"Phyllis Gonzales",Westfield,5,53.35,266.75,NULL,NULL,NULL,NULL
NJ-2015-132374,"Debra Barnes",Westfield,8,12.42,99.36,NULL,NULL,NULL,NULL
NJ-2016-167556,"Alan Allen",Troy,8,12.42,99.36,NULL,NULL,NULL,NULL
MA-2016-116400,"Matthew Carter",Lowell,1,17.83,17.83,NULL,NULL,NULL,NULL
NJ-2017-101308,"Roy Collins",Troy,7,53.35,373.45,NULL,NULL,NULL,NULL
MA-2014-114517,"Amy Carr",Lowell,8,12.42,99.36,NULL,NULL,NULL,NULL
MA-2017-119564,"Craig Collins",Lowell,4,12.42,49.68,NULL,NULL,NULL,NULL
WA-2016-135265,"Samuel Daniels",Seattle,1,17.83,17.83,NULL,NULL,NULL,NULL
NJ-2016-108735,"Marie Rivera",Troy,7,53.35,373.45,NULL,NULL,NULL,NULL
MA-2017-112333,"Amy Carr",Lowell,2,53.35,106.7,NULL,NULL,NULL,NULL
CA-2016-159415,"Diane Lewis","Los Angeles",4,17.83,71.32,NULL,NULL,NULL,NULL
MA-2014-122588,"Deborah Wells",Lowell,3,12.42,37.26,NULL,NULL,NULL,NULL
NJ-2014-137589,"Laura Wells",Westfield,10,53.35,533.5,NULL,NULL,NULL,NULL
MA-2015-161998,"Martha Brown",Lowell,10,16.32,163.2,NULL,NULL,NULL,NULL
NJ-2015-105627,"Gloria Harper",Troy,7,16.32,114.24,NULL,NULL,NULL,NULL
NJ-2015-149629,"Donna Bryant",Westfield,2,12.42,24.84,NULL,NULL,NULL,NULL
CA-2014-116834,"Michelle Sanchez","Los Angeles",9,12.42,111.78,NULL,NULL,NULL,NULL
NJ-2016-145730,"Kenneth Lane",Troy,9,17.83,160.47,NULL,NULL,NULL,NULL
NJ-2015-168732,"Nicholas Howell",Troy,5,16.32,81.6,NULL,NULL,NULL,NULL
NJ-2015-107468,"Heather Larson",Westfield,3,12.42,37.26,NULL,NULL,NULL,NULL
NJ-2017-144463,"Ernest Bishop",Westfield,7,12.42,86.94,NULL,NULL,NULL,NULL
CT-2017-100811,"Scott Weaver",Fairfield,9,12.42,111.78,NULL,NULL,NULL,NULL
WA-2015-153612,"Daniel Perez",Seattle,6,17.83,106.98,NULL,NULL,NULL,NULL
NJ-2015-165624,"Judith Woods",Troy,5,16.32,81.6,NULL,NULL,NULL,NULL
NJ-2014-154963,"Cynthia Ray",Troy,3,12.42,37.26,NULL,NULL,NULL,NULL
NV-2017-130764,"Sandra Hughes","Las Vegas",1,17.83,17.83,NULL,NULL,NULL,NULL
OR-2017-139311,"Jean Griffin",Portland,3,16.32,48.96,NULL,NULL,NULL,NULL
MA-2017-124296,"Alice Davis",Lowell,7,17.83,124.81,NULL,NULL,NULL,NULL
NJ-2016-169957,"Joseph Foster",Westfield,1,16.32,16.32,NULL,NULL,NULL,NULL
NJ-2016-108777,"Martha Bryant",Troy,4,53.35,213.4,NULL,NULL,NULL,NULL
CA-2015-148859,"Harold Duncan","Los Angeles",5,17.83,89.15,NULL,NULL,NULL,NULL
OR-2014-110786,"Kevin Garza",Portland,2,17.83,35.66,NULL,NULL,NULL,NULL
MA-2015-137750,"Walter Kennedy",Lowell,8,12.42,99.36,NULL,NULL,NULL,NULL
NJ-2015-136378,"Shirley Morrison",Troy,8,17.83,142.64,NULL,NULL,NULL,NULL
CA-2017-100356,"Rachel Stanley","Los Angeles",10,53.35,533.5,NULL,NULL,NULL,NULL
OR-2015-166520,"Teresa Fisher",Portland,4,17.83,71.32,NULL,NULL,NULL,NULL
CT-2017-136350,"Lois Baker",Fairfield,10,17.83,178.3,NULL,NULL,NULL,NULL
MA-2014-122931,"Martha Brown",Lowell,5,12.42,62.1,NULL,NULL,NULL,NULL
OR-2014-163034,"Clarence Bishop",Portland,4,53.35,213.4,NULL,NULL,NULL,NULL
OR-2015-124058,"Michael Cruz",Portland,4,12.42,49.68,NULL,NULL,NULL,NULL
NJ-2016-129196,"Ronald Lopez",Westfield,9,12.42,111.78,NULL,NULL,NULL,NULL
NJ-2015-138716,"Victor Watson",Westfield,10,16.32,163.2,NULL,NULL,NULL,NULL
NJ-2016-122182,"Randy Burton",Troy,2,16.32,32.64,NULL,NULL,NULL,NULL
NJ-2014-130358,"Randy Willis",Westfield,10,17.83,178.3,NULL,NULL,NULL,NULL
NJ-2014-102673,"Eric Stanley",Troy,4,12.42,49.68,NULL,NULL,NULL,NULL
NJ-2016-145303,"Peter Gilbert",Troy,1,12.42,12.42,NULL,NULL,NULL,NULL
NJ-2015-156104,"Janice Jackson",Troy,2,12.42,24.84,NULL,NULL,NULL,NULL
NJ-2015-164308,"Johnny Fowler",Westfield,7,17.83,124.81,NULL,NULL,NULL,NULL
NV-2017-108112,"Laura Lewis","Las Vegas",3,53.35,160.05,NULL,NULL,NULL,NULL
MA-2015-100685,"Lori Shaw",Lowell,9,12.42,111.78,NULL,NULL,NULL,NULL
NJ-2015-165414,"Janet Freeman",Troy,1,53.35,53.35,NULL,NULL,NULL,NULL
NV-2016-140417,"Paula Watson","Las Vegas",3,12.42,37.26,NULL,NULL,NULL,NULL
NJ-2017-151316,"Lillian Wood",Troy,9,53.35,480.15,NULL,NULL,NULL,NULL
CA-2017-163692,"Timothy Gonzales","Los Angeles",1,17.83,17.83,NULL,NULL,NULL,NULL
WA-2016-111913,"Terry Nguyen",Seattle,8,12.42,99.36,NULL,NULL,NULL,NULL
OR-2014-156559,"Rachel Harris",Portland,5,16.32,81.6,NULL,NULL,NULL,NULL
MA-2016-161473,"Andrea King",Lowell,2,16.32,32.64,NULL,NULL,NULL,NULL
MA-2017-166576,"Ann Duncan",Lowell,5,12.42,62.1,NULL,NULL,NULL,NULL
NJ-2015-102491,"Debra Barnes",Westfield,2,12.42,24.84,NULL,NULL,NULL,NULL
NJ-2014-116904,"Betty Stewart",Troy,2,17.83,35.66,NULL,NULL,NULL,NULL
CT-2017-102288,"Scott Weaver",Fairfield,10,17.83,178.3,NULL,NULL,NULL,NULL
NJ-2017-137456,"Eugene Wilson",Troy,8,53.35,426.8,NULL,NULL,NULL,NULL
CA-2017-155999,"Diana Hamilton","Los Angeles",10,12.42,124.2,NULL,NULL,NULL,NULL
MA-2016-148334,"Lori Shaw",Lowell,3,12.42,37.26,NULL,NULL,NULL,NULL
NJ-2015-105599,"Ashley Spencer",Troy,5,16.32,81.6,NULL,NULL,NULL,NULL
WA-2015-153717,"Joan Austin",Seattle,10,53.35,533.5,NULL,NULL,NULL,NULL
MA-2015-116687,"Bobby Mitchell",Lowell,2,16.32,32.64,NULL,NULL,NULL,NULL
NJ-2016-163573,"Jerry Pierce",Troy,5,12.42,62.1,NULL,NULL,NULL,NULL
WA-2015-153416,"Christine Wallace",Seattle,6,12.42,74.52,NULL,NULL,NULL,NULL
CA-2017-117394,"Frances Parker","Los Angeles",6,12.42,74.52,NULL,NULL,NULL,NULL
CA-2017-133823,"Norma West","Los Angeles",2,12.42,24.84,NULL,NULL,NULL,NULL
CA-2014-127523,"Angela Fowler","Los Angeles",8,17.83,142.64,NULL,NULL,NULL,NULL
CA-2017-123239,"Joan Robinson","Los Angeles",9,16.32,146.88,NULL,NULL,NULL,NULL
MA-2017-156769,"Gary Young",Lowell,1,53.35,53.35,NULL,NULL,NULL,NULL
CA-2014-127299,"Ann Hall","Los Angeles",2,16.32,32.64,NULL,NULL,NULL,NULL
OR-2015-121272,"Rachel Harris",Portland,8,17.83,142.64,NULL,NULL,NULL,NULL
CA-2014-115336,"Anthony White","Los Angeles",3,53.35,160.05,NULL,NULL,NULL,NULL
WA-2015-111703,"Aaron Boyd",Seattle,1,16.32,16.32,NULL,NULL,NULL,NULL
NJ-2014-128839,"Janice Jackson",Troy,8,17.83,142.64,NULL,NULL,NULL,NULL
NJ-2017-105914,"Debra Barnes",Westfield,2,17.83,35.66,NULL,NULL,NULL,NULL
NJ-2017-110926,"Louis Mason",Troy,1,53.35,53.35,NULL,NULL,NULL,NULL
NJ-2016-117226,"Russell Day",Westfield,2,16.32,32.64,NULL,NULL,NULL,NULL
CT-2017-127313,"Clarence Mason",Fairfield,7,12.42,86.94,NULL,NULL,NULL,NULL
NJ-2016-136287,"Benjamin Willis",Westfield,7,16.32,114.24,NULL,NULL,NULL,NULL
CT-2014-107699,"Katherine Carroll",Fairfield,8,12.42,99.36,NULL,NULL,NULL,NULL
NJ-2017-112725,"Anne Fisher",Troy,2,53.35,106.7,NULL,NULL,NULL,NULL
CT-2015-136196,"Janice Ford",Fairfield,9,16.32,146.88,NULL,NULL,NULL,NULL
NJ-2017-106068,"Judith Wood",Westfield,3,16.32,48.96,NULL,NULL,NULL,NULL
OR-2017-100160,"Alan Cole",Portland,5,53.35,266.75,NULL,NULL,NULL,NULL
NJ-2016-139689,"Juan Wallace",Troy,9,17.83,160.47,NULL,NULL,NULL,NULL
MA-2015-101091,"Walter Meyer",Lowell,6,17.83,106.98,NULL,NULL,NULL,NULL
WA-2014-126907,"Kenneth Gomez",Seattle,5,12.42,62.1,NULL,NULL,NULL,NULL
MA-2016-164588,"Carolyn Vasquez",Lowell,10,12.42,124.2,NULL,NULL,NULL,NULL
NJ-2017-115546,"Albert Dunn",Westfield,7,17.83,124.81,NULL,NULL,NULL,NULL
CA-2015-163587,"Steven Stewart","Los Angeles",9,16.32,146.88,NULL,NULL,NULL,NULL
NJ-2017-106131,"Adam Russell",Westfield,4,12.42,49.68,NULL,NULL,NULL,NULL
CA-2015-160213,"Timothy Gonzales","Los Angeles",1,17.83,17.83,NULL,NULL,NULL,NULL
CA-2014-157924,"Tammy Clark","Los Angeles",5,16.32,81.6,NULL,NULL,NULL,NULL
NJ-2015-100216,"Joseph Boyd",Troy,3,17.83,53.49,NULL,NULL,NULL,NULL
OR-2017-100601,"Kenneth West",Portland,8,53.35,426.8,NULL,NULL,NULL,NULL
MA-2016-152163,"Matthew Smith",Lowell,8,12.42,99.36,NULL,NULL,NULL,NULL
NJ-2015-154340,"Cynthia Mccoy",Westfield,9,53.35,480.15,NULL,NULL,NULL,NULL
NJ-2014-128846,"Marilyn Martin",Troy,7,17.83,124.81,NULL,NULL,NULL,NULL
OR-2016-148593,"Cynthia Matthews",Portland,1,16.32,16.32,NULL,NULL,NULL,NULL
CT-2017-119039,"Maria Long",Fairfield,3,17.83,53.49,NULL,NULL,NULL,NULL
NV-2017-128426,"Laura Mcdonald","Las Vegas",9,17.83,160.47,NULL,NULL,NULL,NULL
CA-2017-136868,"Mary Rose","Los Angeles",3,16.32,48.96,NULL,NULL,NULL,NULL
CT-2016-143749,"Phyllis Grant",Fairfield,4,12.42,49.68,NULL,NULL,NULL,NULL
NJ-2016-111493,"Adam Russell",Westfield,10,12.42,124.2,NULL,NULL,NULL,NULL
MA-2017-112536,"Eugene Hughes",Lowell,9,12.42,111.78,NULL,NULL,NULL,NULL
MA-2016-157714,"Lori Shaw",Lowell,10,53.35,533.5,NULL,NULL,NULL,NULL
MA-2017-166709,"Harold Rodriguez",Lowell,1,17.83,17.83,NULL,NULL,NULL,NULL
MA-2015-129392,"Eugene Hughes",Lowell,6,17.83,106.98,NULL,NULL,NULL,NULL
OR-2015-150875,"Kevin Garza",Portland,10,17.83,178.3,NULL,NULL,NULL,NULL
WA-2015-154200,"Samuel Daniels",Seattle,5,17.83,89.15,NULL,NULL,NULL,NULL
MA-2016-124233,"Beverly Hamilton",Lowell,5,17.83,89.15,NULL,NULL,NULL,NULL
NJ-2015-134271,"Harold Matthews",Westfield,3,12.42,37.26,NULL,NULL,NULL,NULL
NJ-2016-161683,"Roy Young",Troy,8,53.35,426.8,NULL,NULL,NULL,NULL
MA-2015-143105,"Steven Miller",Lowell,7,12.42,86.94,NULL,NULL,NULL,NULL
NJ-2014-145387,"Alan Allen",Troy,10,12.42,124.2,NULL,NULL,NULL,NULL
MA-2017-109715,"Brandon King",Lowell,1,53.35,53.35,NULL,NULL,NULL,NULL
OR-2014-166457,"Brian Roberts",Portland,10,17.83,178.3,NULL,NULL,NULL,NULL
MA-2016-164637,"Steven Miller",Lowell,3,17.83,53.49,NULL,NULL,NULL,NULL
WA-2014-103590,"Daniel Perez",Seattle,10,17.83,178.3,NULL,NULL,NULL,NULL
CT-2015-111234,"Betty Hicks",Fairfield,5,12.42,62.1,NULL,NULL,NULL,NULL
MA-2017-149881,"Jerry Butler",Lowell,9,17.83,160.47,NULL,NULL,NULL,NULL
WA-2017-134565,"Philip Rodriguez",Seattle,9,17.83,160.47,NULL,NULL,NULL,NULL
CA-2016-108644,"Michelle Sanchez","Los Angeles",6,17.83,106.98,NULL,NULL,NULL,NULL
NJ-2014-102631,"Marilyn Martin",Troy,7,16.32,114.24,NULL,NULL,NULL,NULL
NJ-2017-120327,"Billy Wood",Westfield,8,17.83,142.64,NULL,NULL,NULL,NULL
NJ-2015-154970,"Sharon Perez",Troy,7,12.42,86.94,NULL,NULL,NULL,NULL
NJ-2016-113803,"Amy Olson",Westfield,10,12.42,124.2,NULL,NULL,NULL,NULL
CT-2017-100223,"Marilyn Perry",Fairfield,4,17.83,71.32,NULL,NULL,NULL,NULL
NJ-2014-168823,"Katherine Mcdonald",Troy,10,12.42,124.2,NULL,NULL,NULL,NULL
NJ-2016-162404,"Katherine Mcdonald",Troy,4,17.83,71.32,NULL,NULL,NULL,NULL
NV-2017-104024,"Michelle Elliott","Las Vegas",2,12.42,24.84,NULL,NULL,NULL,NULL
NJ-2017-147144,"Heather Andrews",Troy,3,12.42,37.26,NULL,NULL,NULL,NULL
CT-2017-158673,"Albert Bradley",Fairfield,1,53.35,53.35,NULL,NULL,NULL,NULL
NJ-2014-133704,"Teresa Thomas",Troy,3,17.83,53.49,NULL,NULL,NULL,NULL
OR-2016-159142,"Henry Day",Portland,8,12.42,99.36,NULL,NULL,NULL,NULL
MA-2014-138436,"Walter Meyer",Lowell,8,53.35,426.8,NULL,NULL,NULL,NULL
NJ-2017-117702,"Judith Woods",Troy,8,17.83,142.64,NULL,NULL,NULL,NULL
NJ-2016-157336,"Randy Willis",Westfield,2,12.42,24.84,NULL,NULL,NULL,NULL
CT-2014-168130,"Alan Dean",Fairfield,2,12.42,24.84,NULL,NULL,NULL,NULL
NJ-2015-155068,"Carl Rice",Troy,7,12.42,86.94,NULL,NULL,NULL,NULL
CA-2017-163160,"Diana Hamilton","Los Angeles",5,16.32,81.6,NULL,NULL,NULL,NULL
NJ-2015-101924,"Michelle Henderson",Westfield,1,12.42,12.42,NULL,NULL,NULL,NULL
CT-2016-124793,"Maria Long",Fairfield,10,17.83,178.3,NULL,NULL,NULL,NULL
WA-2017-118367,"Annie Hughes",Seattle,5,16.32,81.6,NULL,NULL,NULL,NULL
MA-2017-164819,"Jean Fowler",Lowell,9,16.32,146.88,NULL,NULL,NULL,NULL
CT-2017-158344,"Clarence Mason",Fairfield,8,12.42,99.36,NULL,NULL,NULL,NULL
OR-2017-123351,"Michael Cruz",Portland,6,12.42,74.52,NULL,NULL,NULL,NULL
OR-2017-110429,"Thomas Lane",Portland,1,16.32,16.32,NULL,NULL,NULL,NULL
WA-2016-131611,"Charles Montgomery",Seattle,6,16.32,97.92,NULL,NULL,NULL,NULL
NJ-2017-124821,"Cynthia Day",Troy,2,17.83,35.66,NULL,NULL,NULL,NULL
NJ-2015-166975,"Michelle Henderson",Westfield,5,12.42,62.1,NULL,NULL,NULL,NULL
MA-2016-123806,"Cheryl Williamson",Lowell,10,17.83,178.3,NULL,NULL,NULL,NULL
CA-2017-158505,"Andrew Adams","Los Angeles",5,16.32,81.6,NULL,NULL,NULL,NULL
OR-2015-142692,"Rose Moreno",Portland,4,16.32,65.28,NULL,NULL,NULL,NULL
NJ-2015-123456,"Stephen Welch",Westfield,10,53.35,533.5,NULL,NULL,NULL,NULL
WA-2017-151358,"Daniel Perez",Seattle,4,12.42,49.68,NULL,NULL,NULL,NULL
NJ-2016-107440,"Melissa Price",Westfield,1,53.35,53.35,NULL,NULL,NULL,NULL
WA-2014-166989,"Joseph Dixon",Seattle,8,12.42,99.36,NULL,NULL,NULL,NULL
NJ-2014-103100,"Donna Bryant",Westfield,10,12.42,124.2,NULL,NULL,NULL,NULL
CT-2015-105690,"Irene Franklin",Fairfield,7,16.32,114.24,NULL,NULL,NULL,NULL
NJ-2017-127516,"Ralph Gomez",Troy,2,12.42,24.84,NULL,NULL,NULL,NULL
MA-2015-117184,"Gary Young",Lowell,8,16.32,130.56,NULL,NULL,NULL,NULL
MA-2017-102407,"Kevin Barnes",Lowell,1,12.42,12.42,NULL,NULL,NULL,NULL
OR-2017-130967,"Gloria Mcdonald",Portland,8,53.35,426.8,NULL,NULL,NULL,NULL
MA-2017-101581,"Linda Morrison",Lowell,4,12.42,49.68,NULL,NULL,NULL,NULL
CA-2017-169124,"Jacqueline Little","Los Angeles",2,12.42,24.84,NULL,NULL,NULL,NULL
NJ-2017-117261,"David Allen",Westfield,6,17.83,106.98,NULL,NULL,NULL,NULL
NJ-2017-129021,"Phyllis Gonzales",Westfield,1,17.83,17.83,NULL,NULL,NULL,NULL
NJ-2014-123253,"Edward Cooper",Troy,5,17.83,89.15,NULL,NULL,NULL,NULL
MA-2016-121601,"Joshua Diaz",Lowell,9,17.83,160.47,NULL,NULL,NULL,NULL
WA-2014-162278,"Ernest Carter",Seattle,8,17.83,142.64,NULL,NULL,NULL,NULL
NJ-2016-161095,"Rebecca Williams",Westfield,5,16.32,81.6,NULL,NULL,NULL,NULL
CA-2014-125829,"Kelly Wagner","Los Angeles",8,17.83,142.64,NULL,NULL,NULL,NULL
WA-2014-123127,"Beverly Garcia",Seattle,7,12.42,86.94,NULL,NULL,NULL,NULL
NJ-2015-115945,"Harold Hunter",Troy,5,16.32,81.6,NULL,NULL,NULL,NULL
MA-2015-136735,"Dennis Reed",Lowell,4,12.42,49.68,NULL,NULL,NULL,NULL
CT-2017-136189,"Theresa Kennedy",Fairfield,5,53.35,266.75,NULL,NULL,NULL,NULL
MA-2014-152345,"Amanda Bryant",Lowell,10,17.83,178.3,NULL,NULL,NULL,NULL
CA-2015-147662,"Andrea Washington","Los Angeles",7,12.42,86.94,NULL,NULL,NULL,NULL
OR-2016-153346,"Joyce Garcia",Portland,9,17.83,160.47,NULL,NULL,NULL,NULL
MA-2017-118360,"Christopher Pierce",Lowell,8,53.35,426.8,NULL,NULL,NULL,NULL
OR-2017-149853,"Samuel Garza",Portland,3,17.83,53.49,NULL,NULL,NULL,NULL
NJ-2017-107909,"Roy Young",Troy,10,12.42,124.2,NULL,NULL,NULL,NULL
MA-2015-112375,"Lillian Burke",Lowell,5,17.83,89.15,NULL,NULL,NULL,NULL
MA-2015-154795,"Jean Fowler",Lowell,9,16.32,146.88,NULL,NULL,NULL,NULL
MA-2015-125234,"Walter Meyer",Lowell,4,12.42,49.68,NULL,NULL,NULL,NULL
NJ-2017-133501,"Marie Rivera",Troy,6,12.42,74.52,NULL,NULL,NULL,NULL
CT-2014-129609,"Alan Dean",Fairfield,7,12.42,86.94,NULL,NULL,NULL,NULL
NJ-2017-130309,"Joan Thompson",Troy,1,16.32,16.32,NULL,NULL,NULL,NULL
NJ-2017-105410,"Emily Duncan",Westfield,8,12.42,99.36,NULL,NULL,NULL,NULL
NJ-2016-120355,"Donna Bryant",Westfield,9,17.83,160.47,NULL,NULL,NULL,NULL
WA-2017-169894,"Angela Sullivan",Seattle,7,12.42,86.94,NULL,NULL,NULL,NULL
WA-2017-100482,"Arthur Green",Seattle,6,53.35,320.1,NULL,NULL,NULL,NULL
MA-2017-107748,"Carl Howard",Lowell,2,12.42,24.84,NULL,NULL,NULL,NULL
CA-2017-153654,"Nicholas Schmidt","Los Angeles",6,12.42,74.52,NULL,NULL,NULL,NULL
WA-2015-155600,"Philip Dean",Seattle,8,12.42,99.36,NULL,NULL,NULL,NULL
WA-2017-162565,"Jean Stephens",Seattle,9,17.83,160.47,NULL,NULL,NULL,NULL
CT-2016-127642,"William Collins",Fairfield,10,53.35,533.5,NULL,NULL,NULL,NULL
WA-2017-163195,"Michelle Allen",Seattle,7,16.32,114.24,NULL,NULL,NULL,NULL
NJ-2017-111332,"Jennifer Black",Troy,6,53.35,320.1,NULL,NULL,NULL,NULL
MA-2017-117044,"Jean Torres",Lowell,10,16.32,163.2,NULL,NULL,NULL,NULL
NJ-2016-165078,"Harold Matthews",Westfield,7,53.35,373.45,NULL,NULL,NULL,NULL
MA-2017-169320,"Heather Lawrence",Lowell,1,17.83,17.83,NULL,NULL,NULL,NULL
NJ-2016-158575,"Randy Willis",Westfield,8,53.35,426.8,NULL,NULL,NULL,NULL
MA-2014-166954,"Jerry Palmer",Lowell,2,16.32,32.64,NULL,NULL,NULL,NULL
WA-2015-140830,"Sharon Montgomery",Seattle,1,53.35,53.35,NULL,NULL,NULL,NULL
CA-2015-152891,"Diane Lewis","Los Angeles",7,12.42,86.94,NULL,NULL,NULL,NULL
NJ-2015-122784,"Kenneth Lane",Troy,1,12.42,12.42,NULL,NULL,NULL,NULL
NJ-2016-156811,"Phyllis Gonzales",Westfield,10,17.83,178.3,NULL,NULL,NULL,NULL
NJ-2017-111556,"Ronald Kim",Troy,6,53.35,320.1,NULL,NULL,NULL,NULL
NV-2016-108868,"Craig Lewis","Las Vegas",5,53.35,266.75,NULL,NULL,NULL,NULL
NJ-2014-142965,"Todd Holmes",Troy,8,53.35,426.8,NULL,NULL,NULL,NULL
CA-2016-148740,"Mary Rose","Los Angeles",8,17.83,142.64,NULL,NULL,NULL,NULL
NJ-2014-138758,"Randy Willis",Westfield,4,12.42,49.68,NULL,NULL,NULL,NULL
NJ-2016-131737,"Kenneth Lane",Troy,10,12.42,124.2,NULL,NULL,NULL,NULL
NJ-2016-114538,"Judith Gray",Westfield,2,16.32,32.64,NULL,NULL,NULL,NULL
NJ-2014-127936,"Louis Mason",Troy,5,12.42,62.1,NULL,NULL,NULL,NULL
WA-2015-164336,"Margaret James",Seattle,4,12.42,49.68,NULL,NULL,NULL,NULL
CA-2016-100041,"Kenneth James","Los Angeles",10,53.35,533.5,NULL,NULL,NULL,NULL
MA-2014-154879,"Kathryn Fox",Lowell,3,17.83,53.49,NULL,NULL,NULL,NULL
NJ-2014-130624,"Joshua Washington",Westfield,8,17.83,142.64,NULL,NULL,NULL,NULL
WA-2017-132339,"Cheryl Morris",Seattle,4,53.35,213.4,NULL,NULL,NULL,NULL
WA-2014-153983,"Kimberly Lee",Seattle,4,12.42,49.68,NULL,NULL,NULL,NULL
NJ-2017-112900,"Ernest Bishop",Westfield,7,12.42,86.94,NULL,NULL,NULL,NULL
MA-2014-160157,"Joshua Diaz",Lowell,2,12.42,24.84,NULL,NULL,NULL,NULL
OR-2014-139633,"Carl Lawson",Portland,1,16.32,16.32,NULL,NULL,NULL,NULL
OR-2015-163090,"Brian Bryant",Portland,8,53.35,426.8,NULL,NULL,NULL,NULL
WA-2014-117016,"Stephanie Wallace",Seattle,5,53.35,266.75,NULL,NULL,NULL,NULL
WA-2017-159464,"Ryan Ramos",Seattle,5,16.32,81.6,NULL,NULL,NULL,NULL
CA-2017-103226,"Willie Oliver","Los Angeles",9,53.35,480.15,NULL,NULL,NULL,NULL
CA-2017-119452,"Kenneth James","Los Angeles",6,12.42,74.52,NULL,NULL,NULL,NULL
NJ-2017-147725,"Cheryl Riley",Troy,9,53.35,480.15,NULL,NULL,NULL,NULL
NJ-2016-168893,"Judy Carpenter",Westfield,9,17.83,160.47,NULL,NULL,NULL,NULL
WA-2016-163398,"Antonio Coleman",Seattle,2,17.83,35.66,NULL,NULL,NULL,NULL
NV-2016-162726,"Laura Lewis","Las Vegas",2,17.83,35.66,NULL,NULL,NULL,NULL
CA-2016-111290,"Joan Robinson","Los Angeles",5,53.35,266.75,NULL,NULL,NULL,NULL
NJ-2014-147704,"Kelly Daniels",Westfield,4,12.42,49.68,NULL,NULL,NULL,NULL
NJ-2015-121965,"Jane Sims",Troy,5,12.42,62.1,NULL,NULL,NULL,NULL
NJ-2016-147137,"Lisa Thomas",Westfield,9,16.32,146.88,NULL,NULL,NULL,NULL
MA-2015-146745,"Brandon King",Lowell,10,12.42,124.2,NULL,NULL,NULL,NULL
NJ-2017-115175,"Brian Ryan",Westfield,7,16.32,114.24,NULL,NULL,NULL,NULL
OR-2017-105851,"Kenneth West",Portland,3,12.42,37.26,NULL,NULL,NULL,NULL
MA-2017-125717,"Lillian Burke",Lowell,1,17.83,17.83,NULL,NULL,NULL,NULL
NJ-2015-163895,"Randy Willis",Westfield,9,17.83,160.47,NULL,NULL,NULL,NULL
CT-2017-168641,"Carlos Stephens",Fairfield,1,12.42,12.42,NULL,NULL,NULL,NULL
WA-2017-156895,"Ruth Kennedy",Seattle,6,17.83,106.98,NULL,NULL,NULL,NULL
NJ-2017-121300,"Sandra Hicks",Troy,7,17.83,124.81,NULL,NULL,NULL,NULL
NJ-2017-130211,"Anna Wheeler",Troy,6,16.32,97.92,NULL,NULL,NULL,NULL
NJ-2014-147235,"Victor Watson",Westfield,9,12.42,111.78,NULL,NULL,NULL,NULL
NJ-2016-109365,"Anthony Berry",Troy,9,53.35,480.15,NULL,NULL,NULL,NULL
CA-2015-162621,"Martha Bell","Los Angeles",3,12.42,37.26,NULL,NULL,NULL,NULL
MA-2017-105921,"Joshua Diaz",Lowell,2,17.83,35.66,MA-2017-105921,"Joseph Bishop",Lowell,Massachusetts
MA-2014-150798,"Randy West",Lowell,10,12.42,124.2,NULL,NULL,NULL,NULL
MA-2017-112753,"Matthew Berry",Lowell,3,16.32,48.96,NULL,NULL,NULL,NULL
OR-2017-155075,"Teresa Payne",Portland,4,17.83,71.32,NULL,NULL,NULL,NULL
NJ-2014-103401,"Benjamin Spencer",Westfield,8,12.42,99.36,NULL,NULL,NULL,NULL
NJ-2016-124814,"Roger Freeman",Troy,10,12.42,124.2,NULL,NULL,NULL,NULL
MA-2014-116757,"Andrea King",Lowell,7,53.35,373.45,NULL,NULL,NULL,NULL
NJ-2014-138247,"Christina Oliver",Troy,9,12.42,111.78,NULL,NULL,NULL,NULL
NJ-2017-167003,"Ashley Adams",Westfield,1,53.35,53.35,NULL,NULL,NULL,NULL
MA-2016-119935,"Emily Anderson",Lowell,6,53.35,320.1,NULL,NULL,NULL,NULL
WA-2016-118969,"Charles Collins",Seattle,5,12.42,62.1,NULL,NULL,NULL,NULL
NJ-2016-145240,"Wayne Rivera",Troy,7,16.32,114.24,NULL,NULL,NULL,NULL
WA-2016-120873,"Jennifer Adams",Seattle,8,53.35,426.8,NULL,NULL,NULL,NULL
NJ-2017-111920,"Lois Woods",Westfield,8,17.83,142.64,NULL,NULL,NULL,NULL
CT-2016-128678,"Cheryl Henderson",Fairfield,8,12.42,99.36,NULL,NULL,NULL,NULL
NJ-2016-101385,"Lois Woods",Westfield,1,12.42,12.42,NULL,NULL,NULL,NULL
